IngredientPriceID,IngredientID,PricePerUnit_EGP,EffectiveDate
929,39,34.52,2025-05-01
930,39,35.34,2025-06-01
931,39,35.74,2025-07-01
932,39,36.2,2025-08-01
933,39,36.93,2025-09-01
934,39,37.78,2025-10-01
935,39,38.59,2025-11-01
936,39,39.3,2025-12-01
937,40,60.0,2024-01-01
938,40,61.38,2024-02-01
939,40,71.84,2024-03-01
940,40,76.93,2024-04-01
941,40,77.98,2024-05-01
942,40,79.0,2024-06-01
943,40,80.44,2024-07-01
944,40,81.7,2024-08-01
945,40,82.96,2024-09-01
946,40,84.43,2024-10-01
947,40,85.4,2024-11-01
948,40,86.86,2024-12-01
949,40,88.92,2025-01-01
950,40,90.36,2025-02-01
951,40,91.56,2025-03-01
952,40,92.83,2025-04-01
953,40,94.56,2025-05-01
954,40,95.72,2025-06-01
955,40,97.22,2025-07-01
956,40,98.92,2025-08-01
957,40,100.93,2025-09-01
958,40,103.18,2025-10-01
959,40,105.2,2025-11-01
960,40,106.52,2025-12-01
961,41,20.0,2024-01-01
962,41,20.25,2024-02-01
963,41,23.5,2024-03-01
964,41,24.55,2024-04-01
965,41,25.14,2024-05-01
966,41,25.68,2024-06-01
967,41,26.26,2024-07-01
968,41,25.8,2024-08-01
969,41,26.2,2024-09-01
970,41,26.72,2024-10-01
971,41,27.18,2024-11-01
972,41,27.45,2024-12-01
973,41,27.73,2025-01-01
974,41,28.12,2025-02-01
975,41,28.41,2025-03-01
976,41,28.98,2025-04-01
977,41,28.18,2025-05-01
978,41,28.52,2025-06-01
979,41,29.03,2025-07-01
980,41,29.44,2025-08-01
981,41,29.9,2025-09-01
982,41,30.45,2025-10-01
983,41,30.86,2025-11-01
984,41,31.56,2025-12-01
985,42,30.0,2024-01-01
986,42,30.69,2024-02-01
987,42,35.47,2024-03-01
988,42,36.69,2024-04-01
989,42,37.3,2024-05-01
990,42,37.99,2024-06-01
991,42,38.42,2024-07-01
992,42,38.83,2024-08-01
993,42,39.72,2024-09-01
994,42,38.6,2024-10-01
995,42,39.52,2024-11-01
996,42,39.25,2024-12-01
997,42,39.83,2025-01-01
998,42,40.58,2025-02-01
999,42,41.42,2025-03-01
1000,42,41.88,2025-04-01
1001,42,42.45,2025-05-01
1002,42,43.12,2025-06-01
1003,42,43.77,2025-07-01
1004,42,44.3,2025-08-01
1005,42,45.22,2025-09-01
1006,42,44.36,2025-10-01
1007,42,45.36,2025-11-01
1008,42,46.34,2025-12-01
1009,43,8.0,2024-01-01
1010,43,8.13,2024-02-01
1011,43,9.67,2024-03-01
1012,43,10.59,2024-04-01
1013,43,10.76,2024-05-01
1014,43,10.6,2024-06-01
1015,43,10.83,2024-07-01
1016,43,10.95,2024-08-01
1017,43,11.18,2024-09-01
1018,43,11.42,2024-10-01
1019,43,11.17,2024-11-01
1020,43,11.34,2024-12-01
1021,43,11.48,2025-01-01
1022,43,11.67,2025-02-01
1023,43,11.42,2025-03-01
1024,43,11.55,2025-04-01
1025,43,11.72,2025-05-01
1026,43,11.89,2025-06-01
1027,43,12.02,2025-07-01
1028,43,12.3,2025-08-01
1029,43,12.53,2025-09-01
1030,43,12.73,2025-10-01
1031,43,12.91,2025-11-01
1032,43,13.05,2025-12-01
1033,44,350.0,2024-01-01
1034,44,355.71,2024-02-01
1035,44,402.27,2024-03-01
1036,44,429.3,2024-04-01
1037,44,434.28,2024-05-01
1038,44,444.8,2024-06-01
1039,44,453.39,2024-07-01
1040,44,460.17,2024-08-01
1041,44,470.4,2024-09-01
1042,44,481.98,2024-10-01
1043,44,489.12,2024-11-01
1044,44,495.48,2024-12-01
1045,44,507.6,2025-01-01
1046,44,514.9,2025-02-01
1047,44,523.84,2025-03-01
1048,44,530.98,2025-04-01
1049,44,542.79,2025-05-01
1050,44,549.15,2025-06-01
1051,44,559.52,2025-07-01
1052,44,570.84,2025-08-01
1053,44,584.71,2025-09-01
1054,44,596.77,2025-10-01
1055,44,605.35,2025-11-01
1056,44,618.84,2025-12-01
1057,45,120.0,2024-01-01
1058,45,121.94,2024-02-01
1059,45,142.94,2024-03-01
1060,45,152.04,2024-04-01
1061,45,155.82,2024-05-01
1062,45,158.32,2024-06-01
1063,45,162.09,2024-07-01
1064,45,165.03,2024-08-01
1065,45,167.57,2024-09-01
1066,45,170.6,2024-10-01
1067,45,172.52,2024-11-01
1068,45,175.95,2024-12-01
1069,45,175.0,2025-01-01
1070,45,178.53,2025-02-01
1071,45,182.33,2025-03-01
1072,45,178.04,2025-04-01
1073,45,181.18,2025-05-01
1074,45,184.57,2025-06-01
1075,45,187.65,2025-07-01
1076,45,191.7,2025-08-01
1077,45,195.06,2025-09-01
1078,45,191.24,2025-10-01
1079,45,190.0,2025-11-01
1080,45,192.3,2025-12-01
1081,46,130.0,2024-01-01
1082,46,132.19,2024-02-01
1083,46,152.32,2024-03-01
1084,46,163.36,2024-04-01
1085,46,161.93,2024-05-01
1086,46,165.12,2024-06-01
1087,46,167.18,2024-07-01
1088,46,169.46,2024-08-01
1089,46,171.56,2024-09-01
1090,46,175.74,2024-10-01
1091,46,178.57,2024-11-01
1092,46,182.07,2024-12-01
1093,46,183.97,2025-01-01
1094,46,186.35,2025-02-01
1095,46,189.3,2025-03-01
1096,46,191.78,2025-04-01
1097,46,186.51,2025-05-01
1098,46,190.81,2025-06-01
1099,46,193.65,2025-07-01
1100,46,196.35,2025-08-01
1101,46,199.87,2025-09-01
1102,46,203.66,2025-10-01
1103,46,207.49,2025-11-01
1104,46,212.2,2025-12-01
1105,47,200.0,2024-01-01
1106,47,204.44,2024-02-01
1107,47,229.23,2024-03-01
1108,47,234.95,2024-04-01
1109,47,239.74,2024-05-01
1110,47,243.64,2024-06-01
1111,47,247.48,2024-07-01
1112,47,252.31,2024-08-01
1113,47,257.28,2024-09-01
1114,47,261.99,2024-10-01
1115,47,265.16,2024-11-01
1116,47,259.59,2024-12-01
1117,47,262.22,2025-01-01
1118,47,268.05,2025-02-01
1119,47,272.76,2025-03-01
1120,47,278.29,2025-04-01
1121,47,284.58,2025-05-01
1122,47,281.46,2025-06-01
1123,47,285.51,2025-07-01
1124,47,290.67,2025-08-01
1125,47,295.57,2025-09-01
1126,47,301.92,2025-10-01
1127,47,298.71,2025-11-01
1128,47,305.39,2025-12-01
1129,48,90.0,2024-01-01
1130,48,88.92,2024-02-01
1131,48,100.16,2024-03-01
1132,48,107.61,2024-04-01
1133,48,110.3,2024-05-01
1134,48,111.98,2024-06-01
1135,48,113.84,2024-07-01
1136,48,116.3,2024-08-01
1137,48,118.88,2024-09-01
1138,48,120.69,2024-10-01
1139,48,123.04,2024-11-01
1140,48,124.53,2024-12-01
1141,48,121.89,2025-01-01
1142,48,123.62,2025-02-01
1143,48,125.46,2025-03-01
1144,48,127.26,2025-04-01
1145,48,130.17,2025-05-01
1146,48,129.4,2025-06-01
1147,48,132.22,2025-07-01
1148,48,135.51,2025-08-01
1149,48,137.12,2025-09-01
1150,48,139.0,2025-10-01
1151,48,142.12,2025-11-01
1152,48,144.98,2025-12-01
1153,49,80.0,2024-01-01
1154,49,81.49,2024-02-01
1155,49,95.09,2024-03-01
1156,49,98.32,2024-04-01
1157,49,100.68,2024-05-01
1158,49,103.12,2024-06-01
1159,49,104.16,2024-07-01
1160,49,106.35,2024-08-01
1161,49,108.14,2024-09-01
1162,49,106.34,2024-10-01
1163,49,107.75,2024-11-01
1164,49,109.17,2024-12-01
1165,49,111.62,2025-01-01
1166,49,113.7,2025-02-01
1167,49,115.66,2025-03-01
1168,49,112.48,2025-04-01
1169,49,114.93,2025-05-01
1170,49,116.29,2025-06-01
1171,49,115.59,2025-07-01
1172,49,117.1,2025-08-01
1173,49,118.5,2025-09-01
1174,49,119.97,2025-10-01
1175,49,121.66,2025-11-01
1176,49,123.33,2025-12-01
1177,50,20.0,2024-01-01
1178,50,20.47,2024-02-01
1179,50,23.99,2024-03-01
1180,50,25.95,2024-04-01
1181,50,26.21,2024-05-01
1182,50,26.52,2024-06-01
1183,50,26.19,2024-07-01
1184,50,26.77,2024-08-01
1185,50,27.21,2024-09-01
1186,50,27.51,2024-10-01
1187,50,26.9,2024-11-01
1188,50,27.52,2024-12-01
1189,50,28.11,2025-01-01
1190,50,28.45,2025-02-01
1191,50,28.8,2025-03-01
1192,50,29.09,2025-04-01
1193,50,29.57,2025-05-01
1194,50,30.14,2025-06-01
1195,50,30.63,2025-07-01
1196,50,29.79,2025-08-01
1197,50,30.42,2025-09-01
1198,50,30.9,2025-10-01
1199,50,31.35,2025-11-01
1200,50,30.84,2025-12-01
1201,51,30.0,2024-01-01
1202,51,30.57,2024-02-01
1203,51,36.36,2024-03-01
1204,51,39.29,2024-04-01
1205,51,39.98,2024-05-01
1206,51,39.68,2024-06-01
1207,51,40.65,2024-07-01
1208,51,41.13,2024-08-01
1209,51,41.91,2024-09-01
1210,51,42.94,2024-10-01
1211,51,43.97,2024-11-01
1212,51,44.98,2024-12-01
1213,51,45.68,2025-01-01
1214,51,46.66,2025-02-01
1215,51,45.34,2025-03-01
1216,51,44.05,2025-04-01
1217,51,45.01,2025-05-01
1218,51,45.88,2025-06-01
1219,51,46.62,2025-07-01
1220,51,47.14,2025-08-01
1221,51,48.05,2025-09-01
1222,51,48.75,2025-10-01
1223,51,49.39,2025-11-01
1224,51,50.28,2025-12-01
1225,52,25.0,2024-01-01
1226,52,25.49,2024-02-01
1227,52,29.21,2024-03-01
1228,52,30.07,2024-04-01
1229,52,30.58,2024-05-01
1230,52,31.03,2024-06-01
1231,52,30.65,2024-07-01
1232,52,31.28,2024-08-01
1233,52,32.04,2024-09-01
1234,52,32.74,2024-10-01
1235,52,33.15,2024-11-01
1236,52,33.87,2024-12-01
1237,52,34.66,2025-01-01
1238,52,35.02,2025-02-01
1239,52,34.59,2025-03-01
1240,52,33.95,2025-04-01
1241,52,34.47,2025-05-01
1242,52,35.11,2025-06-01
1243,52,34.56,2025-07-01
1244,52,35.28,2025-08-01
1245,52,34.98,2025-09-01
1246,52,35.46,2025-10-01
1247,52,36.02,2025-11-01
1248,52,36.88,2025-12-01
1249,53,18.0,2024-01-01
1250,53,21.46,2024-02-01
1251,53,24.67,2024-03-01
1252,53,26.25,2024-04-01
1253,53,26.66,2024-05-01
1254,53,30.76,2024-06-01
1255,53,33.27,2024-07-01
1256,53,38.31,2024-08-01
1257,53,38.88,2024-09-01
1258,53,39.27,2024-10-01
1259,53,46.37,2024-11-01
1260,53,54.08,2024-12-01
1261,53,65.53,2025-01-01
1262,53,73.53,2025-02-01
1263,53,74.72,2025-03-01
1264,53,75.86,2025-04-01
1265,53,77.62,2025-05-01
1266,53,88.87,2025-06-01
1267,53,93.94,2025-07-01
1268,53,104.85,2025-08-01
1269,53,106.04,2025-09-01
1270,53,108.53,2025-10-01
1271,53,132.19,2025-11-01
1272,53,152.72,2025-12-01
1273,54,70.0,2024-01-01
1274,54,70.78,2024-02-01
1275,54,80.37,2024-03-01
1276,54,87.28,2024-04-01
1277,54,89.07,2024-05-01
1278,54,90.39,2024-06-01
1279,54,91.4,2024-07-01
1280,54,93.38,2024-08-01
1281,54,94.53,2024-09-01
1282,54,96.14,2024-10-01
1283,54,97.87,2024-11-01
1284,54,99.15,2024-12-01
1285,54,96.57,2025-01-01
1286,54,98.53,2025-02-01
1287,54,97.63,2025-03-01
1288,54,95.31,2025-04-01
1289,54,96.77,2025-05-01
1290,54,98.72,2025-06-01
1291,54,96.76,2025-07-01
1292,54,98.38,2025-08-01
1293,54,99.73,2025-09-01
1294,54,101.93,2025-10-01
1295,54,102.97,2025-11-01
1296,54,105.52,2025-12-01
1297,55,200.0,2024-01-01
1298,55,204.47,2024-02-01
1299,55,238.42,2024-03-01
1300,55,251.47,2024-04-01
1301,55,254.23,2024-05-01
1302,55,258.46,2024-06-01
1303,55,264.55,2024-07-01
1304,55,259.66,2024-08-01
1305,55,262.91,2024-09-01
1306,55,268.78,2024-10-01
1307,55,271.59,2024-11-01
1308,55,275.01,2024-12-01
1309,55,278.53,2025-01-01
1310,55,274.49,2025-02-01
1311,55,278.25,2025-03-01
1312,55,282.75,2025-04-01
1313,55,285.84,2025-05-01
1314,55,289.29,2025-06-01
1315,55,296.02,2025-07-01
1316,55,301.78,2025-08-01
1317,55,308.4,2025-09-01
1318,55,315.1,2025-10-01
1319,55,320.82,2025-11-01
1320,55,328.42,2025-12-01
1321,56,350.0,2024-01-01
1322,56,355.54,2024-02-01
1323,56,421.83,2024-03-01
1324,56,445.44,2024-04-01
1325,56,455.02,2024-05-01
1326,56,448.84,2024-06-01
1327,56,455.12,2024-07-01
1328,56,452.8,2024-08-01
1329,56,458.82,2024-09-01
1330,56,468.9,2024-10-01
1331,56,479.49,2024-11-01
1332,56,485.55,2024-12-01
1333,56,496.28,2025-01-01
1334,56,490.08,2025-02-01
1335,56,501.95,2025-03-01
1336,56,511.21,2025-04-01
1337,56,523.9,2025-05-01
1338,56,533.01,2025-06-01
1339,56,520.12,2025-07-01
1340,56,527.03,2025-08-01
1341,56,532.31,2025-09-01
1342,56,539.24,2025-10-01
1343,56,550.43,2025-11-01
1344,56,562.91,2025-12-01
1345,57,40.0,2024-01-01
1346,57,40.41,2024-02-01
1347,57,47.46,2024-03-01
1348,57,51.15,2024-04-01
1349,57,52.38,2024-05-01
1350,57,52.98,2024-06-01
1351,57,70.94,2024-07-01
1352,57,82.76,2024-08-01
1353,57,83.8,2024-09-01
1354,57,85.51,2024-10-01
1355,57,87.37,2024-11-01
1356,57,89.02,2024-12-01
1357,57,90.32,2025-01-01
1358,57,91.4,2025-02-01
1359,57,93.61,2025-03-01
1360,57,95.1,2025-04-01
1361,57,93.68,2025-05-01
1362,57,95.91,2025-06-01
1363,57,123.65,2025-07-01
1364,57,126.32,2025-08-01
1365,57,129.44,2025-09-01
1366,57,127.85,2025-10-01
1367,57,130.35,2025-11-01
1368,57,132.53,2025-12-01
1369,58,220.0,2024-01-01
1370,58,214.81,2024-02-01
1371,58,244.51,2024-03-01
1372,58,265.11,2024-04-01
1373,58,269.27,2024-05-01
1374,58,272.37,2024-06-01
1375,58,278.62,2024-07-01
1376,58,284.28,2024-08-01
1377,58,287.44,2024-09-01
1378,58,291.59,2024-10-01
1379,58,284.08,2024-11-01
1380,58,288.52,2024-12-01
1381,58,293.77,2025-01-01
1382,58,297.12,2025-02-01
1383,58,302.83,2025-03-01
1384,58,306.0,2025-04-01
1385,58,309.82,2025-05-01
1386,58,302.12,2025-06-01
1387,58,306.0,2025-07-01
1388,58,312.37,2025-08-01
1389,58,316.74,2025-09-01
1390,58,311.77,2025-10-01
1391,58,318.82,2025-11-01
1392,58,323.73,2025-12-01
1393,59,60.0,2024-01-01
1394,59,60.87,2024-02-01
1395,59,68.24,2024-03-01
1396,59,72.05,2024-04-01
1397,59,73.68,2024-05-01
1398,59,74.86,2024-06-01
1399,59,73.63,2024-07-01
1400,59,74.57,2024-08-01
1401,59,75.73,2024-09-01
1402,59,76.79,2024-10-01
1403,59,77.82,2024-11-01
1404,59,78.67,2024-12-01
1405,59,76.99,2025-01-01
1406,59,78.39,2025-02-01
1407,59,79.87,2025-03-01
1408,59,81.68,2025-04-01
1409,59,83.01,2025-05-01
1410,59,84.92,2025-06-01
1411,59,86.89,2025-07-01
1412,59,87.86,2025-08-01
1413,59,89.68,2025-09-01
1414,59,91.79,2025-10-01
1415,59,93.64,2025-11-01
1416,59,94.75,2025-12-01
1417,60,180.0,2024-01-01
1418,60,182.27,2024-02-01
1419,60,206.82,2024-03-01
1420,60,222.08,2024-04-01
1421,60,227.62,2024-05-01
1422,60,232.74,2024-06-01
1423,60,238.25,2024-07-01
1424,60,240.87,2024-08-01
1425,60,244.71,2024-09-01
1426,60,248.17,2024-10-01
1427,60,253.9,2024-11-01
1428,60,258.81,2024-12-01
1429,60,263.03,2025-01-01
1430,60,266.25,2025-02-01
1431,60,271.94,2025-03-01
1432,60,278.43,2025-04-01
1433,60,281.64,2025-05-01
1434,60,286.72,2025-06-01
1435,60,291.35,2025-07-01
1436,60,296.39,2025-08-01
1437,60,299.52,2025-09-01
1438,60,303.16,2025-10-01
1439,60,300.81,2025-11-01
1440,60,305.31,2025-12-01
