OrderID,CustomerID,PlatformID,ZoneID,OrderStatus,OrderDate,OrderTime,Subtotal_EGP,DeliveryFee_EGP,PlatformCommissionPercent,PlatformCommissionAmount_EGP,Tip_EGP,IsCOD,WasCODRefused
1104,320,1,35,Rejected,2025-08-17,2025-08-17 22:08:47,663.55,38.0,21.83,144.85,50,1,0
1105,229,1,4,Delivered,2025-12-21,2025-12-21 20:48:27,365.28,35.0,23.77,86.83,20,0,
1106,280,3,2,Delivered,2024-09-17,2024-09-17 23:42:54,368.6,28.0,18.08,66.64,0,1,1
1107,147,3,13,Refunded,2025-09-23,2025-09-23 23:29:20,278.39,25.0,17.81,49.58,10,1,0
1108,119,2,10,Refunded,2025-07-12,2025-07-12 21:00:04,360.96,32.0,15.93,57.5,0,0,
1109,271,1,5,Delivered,2025-05-08,2025-05-08 20:19:43,134.8,22.0,23.47,31.64,30,1,1
1110,17,1,6,Delivered,2024-08-10,2024-08-10 19:43:51,223.68,30.0,21.22,47.46,10,1,0
1111,26,1,1,Delivered,2025-03-01,2025-03-01 12:21:23,340.82,30.0,22.37,76.24,0,0,
1112,300,5,30,Delivered,2024-06-20,2024-06-20 17:47:37,252.9,20.0,0.0,0.0,5,1,0
1113,6,1,2,Delivered,2025-03-09,2025-03-09 17:53:45,572.47,28.0,21.43,122.68,0,1,0
1114,76,1,15,Delivered,2025-03-02,2025-03-02 17:29:01,197.58,22.0,21.91,43.29,0,0,
1115,246,2,1,Delivered,2024-07-02,2024-07-02 23:08:11,330.87,30.0,17.89,59.19,20,1,0
1116,302,3,5,Delivered,2024-09-10,2024-09-10 20:23:55,246.4,22.0,19.29,47.53,0,1,0
1117,379,1,14,Delivered,2025-04-28,2025-04-28 22:54:31,632.93,0.0,21.6,136.71,30,1,0
1118,371,1,6,Delivered,2025-02-27,2025-02-27 19:37:32,682.11,30.0,24.85,169.5,0,0,
1119,436,5,20,Delivered,2025-12-03,2025-12-03 13:23:39,334.08,22.0,0.0,0.0,0,1,0
1120,119,4,10,Delivered,2025-07-10,2025-07-10 14:09:34,858.38,32.0,14.57,125.07,30,1,0
1121,397,3,21,Delivered,2025-07-24,2025-07-24 14:40:00,196.8,20.0,19.29,37.96,0,1,0
1122,227,1,12,Delivered,2024-11-06,2024-11-06 19:57:49,350.89,27.0,22.91,80.39,0,0,
1123,205,4,22,Delivered,2025-09-25,2025-09-25 17:58:33,472.26,22.0,13.0,61.39,5,1,0
1124,80,5,2,Delivered,2024-04-14,2024-04-14 23:53:27,274.14,28.0,0.0,0.0,0,1,0
1125,228,1,11,Delivered,2025-04-01,2025-04-01 23:19:15,1081.57,28.0,24.98,270.18,0,0,
1126,105,4,12,Delivered,2025-10-05,2025-10-05 23:31:50,489.12,27.0,13.63,66.67,15,1,0
1127,43,3,18,Delivered,2024-02-19,2024-02-19 14:26:33,249.61,20.0,15.29,38.17,0,0,
1128,297,2,11,Delivered,2024-01-05,2024-01-05 19:15:28,588.7,28.0,16.66,98.08,0,0,
1129,220,1,18,Delivered,2024-03-04,2024-03-04 14:31:05,474.11,0.0,23.23,110.14,20,1,0
1130,207,3,11,Delivered,2025-07-17,2025-07-17 23:13:44,407.51,28.0,15.13,61.66,0,1,0
1131,257,4,7,Delivered,2025-11-22,2025-11-22 19:23:22,243.22,25.0,12.16,29.58,0,0,
1132,49,1,3,Delivered,2024-09-03,2024-09-03 21:49:28,193.51,45.0,23.26,45.01,5,0,
1133,214,3,16,Rejected,2024-01-14,2024-01-14 21:50:49,381.95,20.0,18.21,69.55,0,0,
1134,351,1,11,Delivered,2025-03-20,2025-03-20 21:03:33,421.59,28.0,22.68,95.62,15,1,0
1135,21,1,3,Delivered,2025-12-31,2025-12-31 10:47:31,726.84,45.0,24.11,175.24,0,1,0
1136,319,3,6,Delivered,2025-01-16,2025-01-16 13:38:05,641.6,30.0,15.11,96.95,30,1,0
1137,171,2,7,Delivered,2024-05-08,2024-05-08 22:41:34,279.74,25.0,16.91,47.3,20,1,0
1138,140,4,17,Delivered,2024-12-06,2024-12-06 23:18:06,324.91,20.0,13.19,42.86,0,1,0
1139,112,2,10,Delivered,2025-10-14,2025-10-14 13:17:47,675.98,32.0,16.5,111.54,20,0,
1140,175,5,4,Cancelled,2025-01-02,2025-01-02 21:26:14,372.97,35.0,0.0,0.0,0,1,0
1141,444,5,10,Delivered,2025-07-25,2025-07-25 12:33:14,442.16,32.0,0.0,0.0,30,1,1
1142,18,3,28,Delivered,2024-08-22,2024-08-22 15:57:06,209.81,20.0,18.65,39.13,25,1,1
1143,397,1,21,Delivered,2025-09-24,2025-09-24 09:39:34,564.8,20.0,21.84,123.35,0,1,0
1144,133,2,6,Delivered,2024-11-27,2024-11-27 19:09:59,600.09,30.0,17.14,102.86,0,1,0
1145,278,2,9,Delivered,2025-12-12,2025-12-12 12:13:52,753.81,42.0,15.51,116.92,0,0,
1146,195,1,28,Delivered,2025-09-25,2025-09-25 13:19:08,665.05,20.0,21.95,145.98,20,0,
1147,357,3,22,Delivered,2024-08-28,2024-08-28 22:55:50,563.81,22.0,18.48,104.19,50,1,0
1148,7,5,6,Delivered,2024-11-15,2024-11-15 13:45:46,402.84,30.0,0.0,0.0,0,1,1
1149,372,1,13,Delivered,2024-10-15,2024-10-15 23:42:43,199.01,25.0,24.22,48.2,0,1,0
1150,166,1,12,Delivered,2025-09-18,2025-09-18 17:59:58,390.23,27.0,24.98,97.48,0,0,
1151,305,1,6,Delivered,2025-05-02,2025-05-02 19:43:32,375.84,30.0,23.58,88.62,0,1,0
1152,383,5,15,Delivered,2024-06-06,2024-06-06 13:30:50,207.89,22.0,0.0,0.0,0,1,0
1153,75,1,35,Delivered,2025-09-07,2025-09-07 23:31:33,514.27,38.0,21.87,112.47,0,0,
1154,57,3,22,Delivered,2024-03-29,2024-03-29 17:06:52,525.79,0.0,16.08,84.55,20,0,
1155,10,2,1,Delivered,2024-01-11,2024-01-11 22:32:20,179.44,30.0,15.55,27.9,20,0,
1156,250,1,1,Delivered,2024-03-08,2024-03-08 12:03:30,673.42,30.0,21.96,147.88,0,1,0
1157,109,4,11,Delivered,2025-06-21,2025-06-21 22:35:28,409.35,28.0,14.06,57.55,0,1,0
1158,452,5,2,Delivered,2025-02-20,2025-02-20 23:35:15,635.77,28.0,0.0,0.0,0,0,
1159,368,1,1,Delivered,2025-02-18,2025-02-18 19:29:28,312.11,30.0,24.2,75.53,0,0,
1160,288,4,8,Delivered,2024-03-25,2024-03-25 17:51:15,466.82,40.0,13.54,63.21,0,0,
1161,485,2,12,Delivered,2025-06-28,2025-06-28 11:06:50,254.95,27.0,15.75,40.15,0,0,
1162,201,1,10,Refunded,2025-05-04,2025-05-04 14:27:36,419.91,32.0,23.79,99.9,0,0,
1163,17,2,6,Delivered,2025-03-11,2025-03-11 17:50:13,678.79,30.0,16.6,112.68,0,1,0
1164,398,1,7,Delivered,2025-12-31,2025-12-31 10:39:44,287.49,25.0,21.09,60.63,15,1,1
1165,369,1,34,Cancelled,2025-12-15,2025-12-15 20:35:13,359.97,20.0,24.35,87.65,20,0,
1166,320,2,35,Delivered,2025-06-27,2025-06-27 21:50:50,772.16,38.0,16.07,124.09,30,1,0
1167,129,2,31,Delivered,2024-11-12,2024-11-12 10:50:17,330.9,20.0,15.99,52.91,10,0,
1168,26,1,1,Refunded,2025-12-13,2025-12-13 14:53:16,240.77,30.0,24.0,57.78,0,0,
1169,131,1,14,Delivered,2024-06-02,2024-06-02 14:06:52,238.87,0.0,21.48,51.31,10,1,0
1170,132,2,29,Delivered,2024-02-07,2024-02-07 19:08:11,200.06,20.0,17.98,35.97,10,1,0
1171,359,4,3,Delivered,2025-06-08,2025-06-08 22:32:33,604.64,45.0,13.53,81.81,0,1,0
1172,84,1,16,Delivered,2025-05-09,2025-05-09 17:21:19,193.57,20.0,23.41,45.31,0,1,0
1173,140,1,17,Delivered,2025-05-28,2025-05-28 14:10:13,350.5,20.0,20.37,71.4,0,1,0
1174,206,4,5,Refunded,2025-03-16,2025-03-16 20:32:49,236.98,22.0,13.47,31.92,0,1,0
1175,457,5,11,Delivered,2024-03-19,2024-03-19 02:13:30,383.04,28.0,0.0,0.0,10,1,0
1176,346,4,3,Delivered,2025-08-19,2025-08-19 22:39:39,711.6,45.0,14.19,100.98,20,0,
1177,284,5,5,Delivered,2025-08-10,2025-08-10 23:55:49,198.19,22.0,0.0,0.0,0,1,0
1178,335,1,14,Refunded,2025-03-05,2025-03-05 18:17:23,386.0,25.0,24.42,94.26,0,1,0
1179,257,2,7,Delivered,2024-06-06,2024-06-06 01:29:12,214.29,25.0,16.53,35.42,0,1,0
1180,269,2,9,Cancelled,2025-10-28,2025-10-28 13:59:29,188.53,42.0,16.28,30.69,0,1,0
1181,47,1,10,Delivered,2025-08-15,2025-08-15 13:38:00,596.12,32.0,21.18,126.26,0,1,0
1182,368,2,1,Delivered,2024-07-15,2024-07-15 21:59:21,686.37,30.0,17.26,118.47,0,1,0
1183,229,1,4,Delivered,2025-06-15,2025-06-15 13:16:24,248.74,35.0,24.23,60.27,0,0,
1184,292,1,10,Delivered,2024-02-02,2024-02-02 01:05:46,658.89,32.0,22.36,147.33,50,0,
1185,110,4,15,Delivered,2025-05-23,2025-05-23 00:24:08,311.46,22.0,13.2,41.11,20,0,
1186,306,1,10,Delivered,2024-04-13,2024-04-13 10:13:20,830.57,32.0,20.97,174.17,50,1,0
1187,441,2,10,Delivered,2025-03-07,2025-03-07 02:57:09,551.19,32.0,15.52,85.54,50,0,
1188,356,1,1,Delivered,2024-03-14,2024-03-14 10:09:24,363.0,30.0,24.16,87.7,0,1,0
1189,391,3,20,Delivered,2025-11-06,2025-11-06 00:42:49,298.62,22.0,15.05,44.94,0,0,
1190,135,5,5,Delivered,2025-12-26,2025-12-26 20:45:07,435.39,0.0,0.0,0.0,15,1,1
1191,457,1,11,Cancelled,2025-11-26,2025-11-26 12:31:02,532.71,28.0,23.91,127.37,0,0,
1192,433,2,5,Delivered,2024-11-19,2024-11-19 14:01:13,307.18,22.0,15.01,46.11,10,1,1
1193,284,3,5,Delivered,2024-06-18,2024-06-18 14:20:06,1083.77,22.0,18.55,201.04,30,1,0
1194,457,3,11,Delivered,2025-10-05,2025-10-05 23:42:55,324.2,28.0,15.09,48.92,0,0,
1195,180,1,5,Pending,2025-08-11,2025-08-11 18:05:47,302.09,22.0,24.67,74.53,0,1,0
1196,180,1,5,Delivered,2025-01-24,2025-01-24 14:19:10,378.88,22.0,23.56,89.26,25,1,0
1197,265,1,35,Cancelled,2025-11-20,2025-11-20 14:39:30,646.27,38.0,20.52,132.61,0,0,
1198,152,3,22,Cancelled,2024-03-14,2024-03-14 17:02:16,546.86,22.0,16.49,90.18,0,0,
1199,189,1,29,Refunded,2024-03-08,2024-03-08 21:57:08,396.51,20.0,21.79,86.4,0,1,0
1200,76,1,15,Delivered,2025-03-02,2025-03-02 17:20:42,636.64,22.0,22.74,144.77,20,1,0
1201,387,1,9,Delivered,2025-06-21,2025-06-21 20:05:42,400.49,42.0,21.58,86.43,0,0,
1202,396,2,13,Delivered,2025-12-23,2025-12-23 14:00:16,485.15,25.0,17.14,83.15,0,1,0
1203,391,5,20,Delivered,2024-12-04,2024-12-04 13:53:36,498.43,22.0,0.0,0.0,0,1,0
1204,114,1,24,Delivered,2025-02-21,2025-02-21 23:40:41,380.83,20.0,20.52,78.15,0,0,
1205,106,1,5,Cancelled,2024-03-23,2024-03-23 02:49:56,464.43,22.0,22.06,102.45,20,1,0
1206,308,1,6,Delivered,2024-11-27,2024-11-27 21:44:19,240.3,30.0,20.26,48.68,0,1,0
1207,328,1,7,Delivered,2025-09-11,2025-09-11 17:33:16,362.22,25.0,22.82,82.66,10,1,0
1208,55,2,5,Delivered,2024-11-30,2024-11-30 14:46:58,470.47,22.0,15.34,72.17,0,1,0
1209,179,1,12,Delivered,2024-05-02,2024-05-02 18:57:47,177.48,27.0,20.57,36.51,0,1,0
1210,26,1,1,Delivered,2025-05-27,2025-05-27 14:53:44,630.82,30.0,22.18,139.92,0,1,0
1211,91,1,14,Refunded,2025-05-08,2025-05-08 18:21:48,299.24,25.0,24.71,73.94,0,1,0
1212,337,2,6,Cancelled,2025-03-10,2025-03-10 22:14:40,236.88,30.0,16.17,38.3,50,1,0
1213,398,4,7,Delivered,2024-08-24,2024-08-24 18:30:59,248.24,25.0,14.09,34.98,0,1,0
1214,185,1,24,Delivered,2024-04-27,2024-04-27 13:15:08,320.12,20.0,24.83,79.49,30,1,0
1215,34,2,8,Delivered,2025-06-13,2025-06-13 22:12:36,314.37,40.0,17.2,54.07,50,1,0
1216,240,5,11,Delivered,2025-02-08,2025-02-08 22:23:39,442.95,28.0,0.0,0.0,30,1,0
1217,278,1,9,Cancelled,2024-03-01,2024-03-01 00:45:43,624.8,0.0,20.06,125.33,0,0,
1218,92,5,29,Delivered,2024-12-31,2024-12-31 12:51:53,189.17,20.0,0.0,0.0,0,1,0
1219,455,5,10,Delivered,2025-10-24,2025-10-24 18:24:15,413.41,32.0,0.0,0.0,0,1,0
1220,133,1,6,Delivered,2024-06-27,2024-06-27 21:01:20,407.72,30.0,21.08,85.95,0,0,
1221,426,1,1,Delivered,2025-09-09,2025-09-09 20:54:21,445.11,30.0,24.42,108.7,0,1,0
1222,217,5,7,Refunded,2025-06-16,2025-06-16 20:16:02,419.23,25.0,0.0,0.0,0,1,1
1223,159,3,3,Delivered,2025-05-15,2025-05-15 16:12:55,236.98,45.0,19.41,46.0,5,0,
1224,83,1,10,Delivered,2025-05-20,2025-05-20 20:04:40,707.53,32.0,23.48,166.13,50,0,
1225,92,5,29,Delivered,2025-08-25,2025-08-25 13:54:23,650.25,20.0,0.0,0.0,30,1,0
1226,220,2,18,Delivered,2024-10-06,2024-10-06 19:09:08,270.17,20.0,16.17,43.69,0,1,0
1227,159,2,3,Delivered,2024-10-19,2024-10-19 19:05:11,382.27,45.0,15.28,58.41,0,0,
1228,358,1,35,Delivered,2024-06-24,2024-06-24 10:44:10,260.64,38.0,22.08,57.55,20,0,
1229,269,5,9,Delivered,2024-06-17,2024-06-17 22:32:07,1082.34,42.0,0.0,0.0,20,1,0
1230,287,4,9,Refunded,2025-02-14,2025-02-14 23:38:31,697.27,42.0,14.05,97.97,30,1,0
1231,390,1,8,Delivered,2024-07-22,2024-07-22 23:30:40,672.3,40.0,20.12,135.27,0,0,
1232,59,4,18,Delivered,2024-10-11,2024-10-11 20:22:50,173.7,20.0,13.51,23.47,50,1,0
1233,333,2,6,Delivered,2025-05-27,2025-05-27 22:03:46,133.95,30.0,15.68,21.0,30,1,0
1234,162,5,8,Delivered,2025-02-27,2025-02-27 00:10:09,267.21,40.0,0.0,0.0,15,1,1
1235,169,5,10,Delivered,2025-11-10,2025-11-10 10:12:23,876.28,32.0,0.0,0.0,0,0,
1236,344,2,9,Delivered,2024-12-25,2024-12-25 12:58:45,233.16,42.0,16.76,39.08,0,1,0
1237,439,2,20,Delivered,2025-09-26,2025-09-26 12:23:12,320.82,22.0,17.95,57.59,0,1,0
1238,198,5,2,Delivered,2024-01-16,2024-01-16 22:02:21,642.67,28.0,0.0,0.0,30,1,0
1239,401,1,9,Refunded,2025-08-17,2025-08-17 22:31:23,211.54,42.0,22.15,46.86,10,1,0
1240,86,1,16,Delivered,2025-06-07,2025-06-07 19:09:04,672.28,20.0,23.23,156.17,0,0,
1241,274,3,32,Delivered,2024-09-27,2024-09-27 20:31:26,618.96,20.0,18.62,115.25,20,1,0
1242,170,4,2,Delivered,2024-10-05,2024-10-05 23:57:35,516.33,28.0,12.55,64.8,50,0,
1243,92,5,29,Delivered,2025-02-13,2025-02-13 13:32:37,589.35,20.0,0.0,0.0,0,1,0
1244,243,1,25,Delivered,2024-12-27,2024-12-27 01:05:43,144.46,20.0,24.85,35.9,10,1,0
1245,288,1,8,Delivered,2024-08-05,2024-08-05 12:03:11,494.97,40.0,23.06,114.14,0,1,0
1246,239,4,17,Delivered,2025-02-04,2025-02-04 14:14:50,311.73,20.0,14.51,45.23,0,1,0
1247,288,3,8,Delivered,2025-03-01,2025-03-01 18:09:41,284.95,0.0,18.72,53.34,15,1,0
1248,311,1,10,Delivered,2024-05-04,2024-05-04 19:47:07,199.0,32.0,24.7,49.15,5,0,
1249,407,1,4,Delivered,2024-01-16,2024-01-16 20:55:15,487.99,35.0,21.25,103.7,0,1,0
1250,463,2,8,Delivered,2025-06-25,2025-06-25 21:15:37,740.68,40.0,17.98,133.17,30,0,
1251,427,4,6,Delivered,2025-04-24,2025-04-24 00:30:04,326.78,30.0,14.13,46.17,10,1,1
1252,429,5,11,Delivered,2025-02-20,2025-02-20 20:04:21,573.71,28.0,0.0,0.0,20,1,0
1253,415,1,15,Delivered,2025-06-12,2025-06-12 01:20:10,253.81,0.0,20.02,50.81,15,1,0
1254,461,2,32,Delivered,2024-07-10,2024-07-10 19:26:16,238.13,20.0,16.76,39.91,0,0,
1255,282,1,12,Delivered,2024-07-23,2024-07-23 18:34:24,207.62,27.0,23.51,48.81,0,1,0
1256,99,1,6,Delivered,2024-12-19,2024-12-19 14:30:20,563.15,30.0,24.04,135.38,0,1,0
1257,168,5,18,Delivered,2025-01-26,2025-01-26 10:53:58,354.16,20.0,0.0,0.0,0,1,0
1258,294,4,10,Cancelled,2025-01-18,2025-01-18 20:30:35,748.9,32.0,12.4,92.86,50,1,0
1259,234,1,4,Delivered,2024-08-18,2024-08-18 13:05:36,360.03,35.0,23.13,83.27,0,0,
1260,328,1,7,Refunded,2024-04-24,2024-04-24 19:42:27,200.45,25.0,21.71,43.52,0,1,0
1261,446,5,19,Delivered,2024-05-31,2024-05-31 22:25:03,552.16,20.0,0.0,0.0,50,1,0
1262,125,3,12,Refunded,2024-01-08,2024-01-08 14:14:04,493.43,27.0,19.51,96.27,0,1,0
1263,312,4,6,Delivered,2025-08-01,2025-08-01 12:05:28,497.53,30.0,13.01,64.73,0,0,
1264,435,2,30,Delivered,2024-08-06,2024-08-06 23:43:10,532.24,20.0,16.11,85.74,0,1,0
1265,130,5,10,Delivered,2025-03-08,2025-03-08 17:56:59,755.83,32.0,0.0,0.0,0,1,0
1266,239,1,17,Delivered,2024-08-13,2024-08-13 13:53:30,378.56,20.0,22.11,83.7,0,1,1
1267,83,1,10,Delivered,2024-08-24,2024-08-24 23:07:32,394.98,32.0,20.86,82.39,0,0,
1268,425,5,11,Delivered,2025-06-01,2025-06-01 12:21:09,183.94,28.0,0.0,0.0,0,1,0
1269,436,3,20,Delivered,2024-07-05,2024-07-05 18:53:08,384.28,22.0,19.04,73.17,0,1,0
1270,353,1,12,Delivered,2025-12-31,2025-12-31 19:12:27,424.55,27.0,23.2,98.5,10,0,
1271,88,3,5,Delivered,2024-07-19,2024-07-19 12:24:28,394.11,22.0,17.39,68.54,25,0,
1272,147,5,13,Delivered,2024-10-20,2024-10-20 11:27:21,144.48,25.0,0.0,0.0,5,1,0
1273,154,3,26,Delivered,2024-06-30,2024-06-30 22:42:40,158.51,0.0,16.77,26.58,0,1,0
1274,92,1,29,Cancelled,2025-02-27,2025-02-27 21:17:56,505.45,20.0,24.51,123.89,0,1,1
1275,140,5,17,Refunded,2024-06-18,2024-06-18 13:21:30,865.89,20.0,0.0,0.0,0,1,0
1276,313,1,5,Delivered,2025-06-30,2025-06-30 19:41:05,450.85,22.0,21.43,96.62,0,1,0
1277,416,1,1,Delivered,2025-12-19,2025-12-19 21:27:35,454.48,30.0,22.33,101.49,0,1,0
1278,91,2,14,Delivered,2024-07-09,2024-07-09 12:17:25,176.57,25.0,16.35,28.87,0,1,0
1279,460,2,2,Delivered,2024-06-11,2024-06-11 22:19:24,311.26,0.0,16.68,51.92,5,1,0
1280,376,2,9,Delivered,2025-05-03,2025-05-03 19:29:10,201.32,42.0,15.95,32.11,0,1,0
1281,116,1,1,Delivered,2024-06-08,2024-06-08 22:40:06,672.66,30.0,21.36,143.68,0,0,
1282,135,3,5,Delivered,2024-01-31,2024-01-31 22:31:35,498.53,22.0,16.7,83.25,0,1,0
1283,119,1,10,Delivered,2024-08-16,2024-08-16 15:30:29,888.03,32.0,22.68,201.41,30,1,0
1284,335,2,14,Delivered,2025-05-12,2025-05-12 20:32:07,642.56,25.0,16.87,108.4,30,0,
1285,31,2,5,Delivered,2025-02-26,2025-02-26 22:55:43,414.84,22.0,15.36,63.72,0,1,1
1286,367,2,10,Delivered,2025-02-15,2025-02-15 14:10:05,281.95,32.0,16.55,46.66,0,1,0
1287,319,1,6,Delivered,2024-01-18,2024-01-18 16:49:18,301.35,30.0,22.49,67.77,0,1,0
1288,55,1,5,Delivered,2024-05-11,2024-05-11 14:44:57,373.22,22.0,21.19,79.09,20,1,0
1289,189,5,29,Delivered,2025-01-23,2025-01-23 22:46:02,683.27,20.0,0.0,0.0,30,1,0
1290,391,1,20,Delivered,2024-01-18,2024-01-18 23:33:13,693.74,22.0,24.02,166.64,0,1,0
1291,202,1,2,Delivered,2024-07-07,2024-07-07 21:05:57,347.82,28.0,23.55,81.91,15,0,
1292,115,2,1,Delivered,2025-06-29,2025-06-29 19:21:14,306.31,30.0,15.83,48.49,0,0,
1293,468,3,22,Delivered,2024-03-14,2024-03-14 17:10:44,407.25,22.0,19.72,80.31,10,0,
1294,148,1,8,Delivered,2024-04-21,2024-04-21 14:48:06,277.0,40.0,23.65,65.51,0,1,0
1295,380,1,7,Delivered,2024-04-04,2024-04-04 17:31:13,622.16,25.0,20.29,126.24,0,1,0
1296,34,2,8,Delivered,2024-05-18,2024-05-18 13:56:03,801.83,40.0,15.34,123.0,0,1,0
1297,166,5,12,Delivered,2025-06-04,2025-06-04 12:29:34,275.22,27.0,0.0,0.0,0,1,0
1298,173,3,7,Delivered,2025-09-14,2025-09-14 13:41:40,382.57,25.0,16.3,62.36,10,0,
1299,422,1,9,Delivered,2024-02-13,2024-02-13 20:29:46,276.55,42.0,24.16,66.81,0,1,0
1300,396,1,13,Delivered,2024-01-12,2024-01-12 00:24:28,619.0,25.0,20.44,126.52,0,1,0
1301,408,1,3,Delivered,2024-06-23,2024-06-23 23:37:33,704.97,45.0,24.83,175.04,20,0,
1302,491,1,20,Delivered,2025-07-24,2025-07-24 23:27:02,371.83,22.0,23.81,88.53,0,0,
1303,66,1,2,Delivered,2025-06-16,2025-06-16 21:48:40,221.22,0.0,23.98,53.05,0,1,0
1304,129,3,31,Refunded,2025-06-06,2025-06-06 01:54:49,334.3,20.0,18.17,60.74,30,1,0
1305,281,1,4,Delivered,2024-01-20,2024-01-20 10:50:18,524.53,35.0,23.59,123.74,0,1,0
1306,80,3,2,Delivered,2025-07-02,2025-07-02 23:34:12,612.86,28.0,16.6,101.73,50,1,0
1307,110,1,15,Rejected,2024-08-15,2024-08-15 22:53:40,521.61,22.0,24.75,129.1,0,1,0
1308,64,2,11,Refunded,2024-04-13,2024-04-13 19:15:49,413.92,28.0,15.99,66.19,10,1,0
1309,320,1,35,Delivered,2025-12-21,2025-12-21 21:41:51,453.48,38.0,20.7,93.87,20,1,0
1310,203,1,33,Delivered,2025-05-19,2025-05-19 20:37:44,568.94,20.0,23.74,135.07,0,1,0
1311,198,5,2,Delivered,2025-07-16,2025-07-16 16:31:07,450.26,28.0,0.0,0.0,15,0,
1312,246,3,1,Delivered,2024-09-09,2024-09-09 19:25:34,317.42,30.0,17.34,55.04,0,1,0
1313,482,1,2,Delivered,2025-04-09,2025-04-09 13:13:35,626.21,28.0,22.69,142.09,0,1,0
1314,363,1,27,Delivered,2025-12-29,2025-12-29 21:39:44,494.24,20.0,23.28,115.06,0,1,0
1315,380,5,7,Delivered,2024-02-21,2024-02-21 23:13:47,132.66,25.0,0.0,0.0,25,1,0
1316,338,1,4,Delivered,2024-01-12,2024-01-12 12:33:22,732.6,35.0,23.09,169.16,0,1,1
1317,413,4,4,Delivered,2024-06-06,2024-06-06 17:18:06,275.01,35.0,13.14,36.14,50,0,
1318,80,1,2,Delivered,2024-10-01,2024-10-01 10:28:40,650.39,28.0,23.18,150.76,30,1,1
1319,122,1,19,Delivered,2025-02-13,2025-02-13 20:20:34,333.53,20.0,20.67,68.94,0,0,
1320,154,1,26,Delivered,2025-02-21,2025-02-21 21:34:34,201.28,22.0,22.87,46.03,0,1,0
1321,145,4,9,Delivered,2024-04-07,2024-04-07 18:33:49,674.94,0.0,14.29,96.45,20,0,
1322,231,5,10,Rejected,2025-02-03,2025-02-03 22:13:29,250.88,32.0,0.0,0.0,0,1,0
1323,475,2,13,Delivered,2025-05-08,2025-05-08 15:41:56,297.3,25.0,17.52,52.09,0,1,0
1324,11,4,14,Delivered,2025-02-26,2025-02-26 19:15:13,168.36,25.0,13.34,22.46,0,0,
1325,252,1,21,Delivered,2025-06-26,2025-06-26 19:04:27,610.12,20.0,23.23,141.73,20,0,
1326,112,1,10,Delivered,2025-10-22,2025-10-22 13:42:08,377.83,32.0,23.95,90.49,0,1,0
1327,166,5,12,Delivered,2024-09-08,2024-09-08 12:43:11,698.98,27.0,0.0,0.0,0,1,0
1328,288,1,8,Delivered,2025-03-08,2025-03-08 02:34:17,388.64,40.0,20.64,80.22,0,0,
1329,32,1,10,Delivered,2024-01-20,2024-01-20 12:05:41,850.74,32.0,21.15,179.93,0,1,0
1330,324,3,5,Delivered,2025-07-18,2025-07-18 17:16:23,436.67,22.0,15.61,68.16,50,1,0
1331,407,2,4,Delivered,2025-09-17,2025-09-17 14:42:15,499.85,35.0,16.81,84.02,0,0,
1332,380,1,7,Delivered,2024-08-22,2024-08-22 22:15:09,256.87,25.0,21.61,55.51,0,0,
1333,176,1,29,Refunded,2025-03-26,2025-03-26 17:24:19,792.73,20.0,23.37,185.26,20,1,0
1334,318,3,31,Delivered,2025-10-02,2025-10-02 22:48:04,495.12,20.0,16.48,81.6,30,1,0
1335,367,1,10,Delivered,2024-11-25,2024-11-25 11:38:59,461.02,32.0,21.22,97.83,0,1,0
1336,415,1,15,Delivered,2025-11-21,2025-11-21 18:59:30,202.32,22.0,22.23,44.98,0,1,1
1337,39,2,4,Delivered,2025-12-28,2025-12-28 12:22:05,675.46,35.0,16.51,111.52,0,0,
1338,376,5,9,Delivered,2025-01-16,2025-01-16 01:30:47,766.36,42.0,0.0,0.0,50,0,
1339,425,2,11,Delivered,2025-08-13,2025-08-13 20:24:03,491.1,28.0,17.47,85.8,0,1,0
1340,372,2,13,Delivered,2024-09-27,2024-09-27 16:28:15,468.71,25.0,17.21,80.66,10,0,
1341,139,1,1,Delivered,2025-03-15,2025-03-15 18:39:43,341.85,30.0,23.35,79.82,0,1,0
1342,131,2,14,Delivered,2025-08-20,2025-08-20 19:27:38,147.62,25.0,15.25,22.51,0,1,0
1343,131,2,14,Delivered,2025-02-01,2025-02-01 13:02:17,378.69,25.0,15.2,57.56,20,1,0
1344,281,5,4,Delivered,2025-01-11,2025-01-11 14:45:48,834.08,35.0,0.0,0.0,0,0,
1345,299,1,4,Delivered,2024-06-22,2024-06-22 11:49:00,532.28,35.0,20.22,107.63,0,1,0
1346,427,5,6,Refunded,2024-04-06,2024-04-06 18:28:26,732.62,30.0,0.0,0.0,0,0,
1347,346,5,3,Delivered,2024-01-05,2024-01-05 22:57:35,650.74,45.0,0.0,0.0,0,0,
1348,364,1,16,Delivered,2025-09-20,2025-09-20 21:14:37,624.47,0.0,21.59,134.82,0,0,
1349,300,1,30,Delivered,2025-02-08,2025-02-08 12:09:55,685.57,20.0,21.08,144.52,0,0,
1350,368,2,1,Delivered,2024-04-04,2024-04-04 21:40:30,477.76,30.0,17.1,81.7,0,1,0
1351,169,3,10,Refunded,2024-12-26,2024-12-26 17:29:11,820.05,32.0,16.82,137.93,30,0,
1352,93,2,6,Delivered,2024-05-23,2024-05-23 23:13:33,253.95,30.0,17.15,43.55,0,0,
