CompetitorMenuItemID,CompetitorID,YourItemID,CompetitorItemName,CompetitorPrice_EGP,IsOnPromotion,DateTracked
1520,7,30,Sweet Qatayef,79.37,0,2025-09-22
1521,7,30,Sweet Qatayef,78.25,0,2025-10-06
1522,7,30,Qatayef,79.13,0,2025-10-20
1523,7,30,Sweet Qatayef,71.22,1,2025-11-03
1524,7,30,Sweet Qatayef,70.48,0,2025-12-01
1525,7,30,Qatayef,66.69,1,2025-12-15
1526,7,30,Qatayef,65.15,0,2025-12-29
1527,7,37,Chicken Burger,128.62,0,2024-01-01
1528,7,37,Spicy Chicken Burger,130.07,0,2024-01-15
1529,7,37,Spicy Chicken Burger,131.32,0,2024-02-26
1530,7,37,Spicy Chicken Burger,120.98,1,2024-03-25
1531,7,37,Chicken Burger,110.39,1,2024-04-08
1532,7,37,Spicy Chicken Burger,111.51,0,2024-04-22
1533,7,37,Chicken Burger,112.24,0,2024-06-03
1534,7,37,Crispy Chicken Burger,103.61,1,2024-06-17
1535,7,37,Chicken Burger,100.69,0,2024-07-01
1536,7,37,Crispy Chicken Burger,97.23,1,2024-07-15
1537,7,37,Chicken Burger,98.37,0,2024-07-29
1538,7,37,Crispy Chicken Burger,96.76,0,2024-08-12
1539,7,37,Crispy Chicken Burger,97.69,0,2024-08-26
1540,7,37,Crispy Chicken Burger,98.93,0,2024-09-23
1541,7,37,Chicken Burger,100.02,0,2024-10-07
1542,7,37,Chicken Burger,100.83,0,2024-10-21
1543,7,37,Chicken Burger,101.92,0,2024-11-04
1544,7,37,Spicy Chicken Burger,94.76,1,2024-11-18
1545,7,37,Spicy Chicken Burger,90.51,1,2024-12-30
1546,7,37,Crispy Chicken Burger,87.26,1,2025-01-27
1547,7,37,Spicy Chicken Burger,88.1,0,2025-02-10
1548,7,37,Chicken Burger,89.38,0,2025-02-24
1549,7,37,Spicy Chicken Burger,90.22,0,2025-03-10
1550,7,37,Spicy Chicken Burger,91.15,0,2025-04-07
1551,7,37,Chicken Burger,85.01,1,2025-05-05
1552,7,37,Crispy Chicken Burger,85.61,0,2025-05-19
1553,7,37,Spicy Chicken Burger,86.77,0,2025-06-16
1554,7,37,Spicy Chicken Burger,87.53,0,2025-06-30
1555,7,37,Crispy Chicken Burger,88.21,0,2025-07-14
1556,7,37,Chicken Burger,89.4,0,2025-07-28
1557,7,37,Crispy Chicken Burger,90.0,0,2025-08-25
1558,7,37,Crispy Chicken Burger,90.75,0,2025-09-08
1559,7,37,Crispy Chicken Burger,91.88,0,2025-09-22
1560,7,37,Crispy Chicken Burger,93.18,0,2025-10-06
1561,7,37,Chicken Burger,94.44,0,2025-11-03
1562,7,37,Crispy Chicken Burger,95.5,0,2025-11-17
1563,7,37,Spicy Chicken Burger,96.41,0,2025-12-15
1564,7,37,Crispy Chicken Burger,97.79,0,2025-12-29
1565,7,55,Lamb Ribs,259.31,0,2024-01-01
1566,7,55,Lamb Chops,262.98,0,2024-01-15
1567,7,55,Grilled Lamb,259.15,0,2024-02-26
1568,7,55,Lamb Ribs,261.18,0,2024-03-11
1569,7,55,Lamb Chops,235.48,1,2024-03-25
1570,7,55,Lamb Ribs,216.71,1,2024-04-08
1571,7,55,Lamb Ribs,218.94,0,2024-04-22
1572,7,55,Grilled Lamb,220.12,0,2024-05-06
1573,7,55,Lamb Ribs,221.63,0,2024-05-20
1574,7,55,Lamb Chops,205.89,1,2024-06-03
1575,7,55,Lamb Chops,208.42,0,2024-06-17
1576,7,55,Lamb Ribs,209.51,0,2024-07-01
1577,7,55,Grilled Lamb,212.38,0,2024-07-29
1578,7,55,Lamb Chops,213.53,0,2024-08-26
1579,7,55,Grilled Lamb,215.13,0,2024-09-23
1580,7,55,Lamb Chops,217.0,0,2024-10-07
1581,7,55,Grilled Lamb,218.54,0,2024-10-21
1582,7,55,Grilled Lamb,199.03,1,2024-11-18
1583,7,55,Lamb Chops,201.97,0,2024-12-02
1584,7,55,Grilled Lamb,203.97,0,2024-12-30
1585,7,55,Lamb Ribs,202.09,0,2025-01-27
1586,7,55,Lamb Chops,204.45,0,2025-04-21
1587,7,55,Lamb Chops,206.44,0,2025-05-05
1588,7,55,Grilled Lamb,208.03,0,2025-05-19
1589,7,55,Lamb Ribs,209.18,0,2025-06-16
1590,7,55,Lamb Chops,210.64,0,2025-07-14
1591,7,55,Lamb Ribs,213.51,0,2025-07-28
1592,7,55,Lamb Ribs,216.33,0,2025-09-08
1593,7,55,Lamb Ribs,218.8,0,2025-09-22
1594,7,55,Lamb Chops,215.25,0,2025-10-20
1595,7,55,Grilled Lamb,207.68,1,2025-11-03
1596,7,55,Lamb Chops,210.26,0,2025-11-17
1597,7,55,Grilled Lamb,193.27,1,2025-12-01
1598,7,55,Grilled Lamb,188.99,0,2025-12-15
1599,7,49,Chicken Roll,85.07,0,2024-01-01
1600,7,49,Chicken Roll,86.13,0,2024-02-12
1601,7,49,Shawarma Sandwich,86.6,0,2024-03-25
1602,7,49,Chicken Shawarma Wrap,87.7,0,2024-04-22
1603,7,49,Chicken Shawarma Wrap,85.91,0,2024-05-06
1604,7,49,Chicken Roll,86.54,0,2024-05-20
1605,7,49,Shawarma Sandwich,87.27,0,2024-06-03
1606,7,49,Chicken Shawarma Wrap,88.32,0,2024-06-17
1607,7,49,Chicken Roll,86.92,0,2024-07-01
1608,7,49,Chicken Roll,87.9,0,2024-07-15
1609,7,49,Chicken Shawarma Wrap,88.35,0,2024-08-26
1610,7,49,Chicken Shawarma Wrap,89.34,0,2024-09-23
1611,7,49,Chicken Shawarma Wrap,82.37,1,2024-10-07
1612,7,49,Shawarma Sandwich,83.53,0,2024-11-04
1613,7,49,Shawarma Sandwich,84.07,0,2024-11-18
1614,7,49,Chicken Shawarma Wrap,84.56,0,2024-12-02
1615,7,49,Chicken Shawarma Wrap,85.72,0,2024-12-16
1616,7,49,Chicken Shawarma Wrap,86.25,0,2025-01-13
1617,7,49,Shawarma Sandwich,78.26,1,2025-01-27
1618,7,49,Chicken Shawarma Wrap,79.21,0,2025-02-10
1619,7,49,Chicken Shawarma Wrap,79.63,0,2025-02-24
1620,7,49,Shawarma Sandwich,72.67,1,2025-03-24
1621,7,49,Chicken Shawarma Wrap,71.08,0,2025-04-07
1622,7,49,Chicken Shawarma Wrap,71.9,0,2025-04-21
1623,7,49,Chicken Roll,72.92,0,2025-05-05
1624,7,49,Shawarma Sandwich,73.59,0,2025-05-19
1625,7,49,Chicken Roll,74.08,0,2025-06-02
1626,7,49,Chicken Shawarma Wrap,75.08,0,2025-06-16
1627,7,49,Shawarma Sandwich,75.48,0,2025-07-14
1628,7,49,Chicken Roll,76.16,0,2025-08-25
1629,7,49,Shawarma Sandwich,75.15,0,2025-09-08
1630,7,49,Chicken Roll,73.44,0,2025-09-22
1631,7,49,Shawarma Sandwich,67.38,1,2025-10-06
1632,7,49,Shawarma Sandwich,68.28,0,2025-10-20
1633,7,49,Chicken Roll,68.96,0,2025-11-03
1634,7,49,Chicken Shawarma Wrap,69.86,0,2025-11-17
1635,7,49,Chicken Roll,66.72,1,2025-12-01
1636,7,51,Giblets Sandwich,70.12,0,2024-01-01
1637,7,51,Giblets Sandwich,71.11,0,2024-01-15
1638,7,51,Spicy Liver Sub,67.07,1,2024-01-29
1639,7,51,Spicy Liver Sub,68.06,0,2024-02-12
1640,7,51,Giblets Sandwich,68.78,0,2024-02-26
1641,7,51,Spicy Liver Sub,63.19,1,2024-03-11
1642,7,51,Giblets Sandwich,63.86,0,2024-03-25
1643,7,51,Spicy Liver Sub,64.28,0,2024-04-08
1644,7,51,Spicy Liver Sub,63.12,0,2024-04-22
1645,7,51,Liver Sandwich,63.71,0,2024-05-20
1646,7,51,Liver Sandwich,64.66,0,2024-06-03
1647,7,51,Giblets Sandwich,65.22,0,2024-07-29
1648,7,51,Spicy Liver Sub,65.78,0,2024-08-12
1649,7,51,Liver Sandwich,66.29,0,2024-10-07
1650,7,51,Giblets Sandwich,61.24,1,2024-11-04
1651,7,51,Liver Sandwich,61.71,0,2024-11-18
1652,7,51,Liver Sandwich,62.02,0,2024-12-02
1653,7,51,Spicy Liver Sub,56.58,1,2024-12-16
1654,7,51,Spicy Liver Sub,57.33,0,2024-12-30
1655,7,51,Giblets Sandwich,58.19,0,2025-01-27
1656,7,51,Giblets Sandwich,59.02,0,2025-03-10
1657,7,51,Giblets Sandwich,59.83,0,2025-03-24
1658,7,51,Giblets Sandwich,57.36,1,2025-04-07
1659,7,51,Giblets Sandwich,54.27,1,2025-05-05
1660,7,51,Spicy Liver Sub,54.7,0,2025-06-02
1661,7,51,Liver Sandwich,50.95,1,2025-06-16
1662,7,51,Spicy Liver Sub,51.38,0,2025-06-30
1663,7,51,Spicy Liver Sub,51.72,0,2025-07-14
1664,7,51,Spicy Liver Sub,52.4,0,2025-08-25
1665,7,51,Spicy Liver Sub,52.79,0,2025-09-08
1666,7,51,Giblets Sandwich,53.43,0,2025-09-22
1667,7,51,Liver Sandwich,49.33,1,2025-10-20
1668,7,51,Giblets Sandwich,49.74,0,2025-12-01
1669,7,51,Giblets Sandwich,50.1,0,2025-12-29
1670,8,39,Fried Chicken,127.55,0,2024-01-01
1671,8,39,Crunchy Chicken,129.46,0,2024-01-15
1672,8,39,Crispy Chicken,131.13,0,2024-01-29
1673,8,39,Fried Chicken,132.1,0,2024-02-12
1674,8,39,Fried Chicken,126.1,1,2024-02-26
1675,8,39,Fried Chicken,127.47,0,2024-03-11
1676,8,39,Fried Chicken,116.5,1,2024-03-25
1677,8,39,Crispy Chicken,106.48,1,2024-04-08
1678,8,39,Crispy Chicken,107.37,0,2024-04-22
1679,8,39,Fried Chicken,108.14,0,2024-05-06
1680,8,39,Fried Chicken,102.14,1,2024-05-20
1681,8,39,Fried Chicken,95.91,1,2024-07-01
1682,8,39,Crispy Chicken,90.24,1,2024-07-15
1683,8,39,Crunchy Chicken,91.19,0,2024-08-26
1684,8,39,Crispy Chicken,91.76,0,2024-09-09
1685,8,39,Fried Chicken,92.23,0,2024-09-23
1686,8,39,Crunchy Chicken,87.7,1,2024-10-07
1687,8,39,Crunchy Chicken,83.85,1,2024-10-21
1688,8,39,Crunchy Chicken,84.39,0,2024-11-18
1689,8,39,Fried Chicken,85.39,0,2024-12-16
1690,8,39,Fried Chicken,86.57,0,2024-12-30
1691,8,39,Crunchy Chicken,87.8,0,2025-01-27
1692,8,39,Crispy Chicken,89.07,0,2025-02-10
1693,8,39,Crispy Chicken,87.06,0,2025-02-24
1694,8,39,Crispy Chicken,78.08,1,2025-03-10
1695,8,39,Fried Chicken,79.11,0,2025-04-07
1696,8,39,Crunchy Chicken,73.01,1,2025-05-05
1697,8,39,Crunchy Chicken,73.6,0,2025-06-02
1698,8,39,Fried Chicken,74.33,0,2025-06-16
1699,8,39,Crunchy Chicken,74.7,0,2025-06-30
1700,8,39,Crunchy Chicken,75.15,0,2025-07-28
1701,8,39,Crispy Chicken,75.62,0,2025-08-11
1702,8,39,Fried Chicken,76.4,0,2025-08-25
1703,8,39,Fried Chicken,76.88,0,2025-09-08
1704,8,39,Fried Chicken,77.35,0,2025-09-22
1705,8,39,Fried Chicken,78.45,0,2025-11-03
1706,8,39,Crispy Chicken,79.45,0,2025-12-01
1707,8,39,Crispy Chicken,80.04,0,2025-12-15
1708,8,39,Fried Chicken,81.18,0,2025-12-29
1709,8,29,Konafa Plate,86.66,0,2024-01-15
1710,8,29,Kunafa,87.86,0,2024-01-29
1711,8,29,Sweet Kunafa,86.56,0,2024-02-12
1712,8,29,Konafa Plate,87.06,0,2024-02-26
1713,8,29,Sweet Kunafa,80.36,1,2024-03-25
1714,8,29,Sweet Kunafa,81.04,0,2024-04-08
1715,8,29,Kunafa,81.56,0,2024-04-22
1716,8,29,Konafa Plate,82.06,0,2024-05-06
1717,8,29,Kunafa,82.94,0,2024-05-20
1718,8,29,Konafa Plate,83.5,0,2024-06-17
1719,8,29,Kunafa,84.41,0,2024-07-01
1720,8,29,Kunafa,85.19,0,2024-07-15
1721,8,29,Kunafa,85.81,0,2024-07-29
1722,8,29,Kunafa,84.52,0,2024-08-26
1723,8,29,Sweet Kunafa,85.42,0,2024-09-09
1724,8,29,Konafa Plate,85.9,0,2024-09-23
1725,8,29,Konafa Plate,84.3,0,2024-11-04
1726,8,29,Sweet Kunafa,85.18,0,2024-11-18
1727,8,29,Konafa Plate,84.63,0,2024-12-02
1728,8,29,Konafa Plate,85.29,0,2024-12-16
1729,8,29,Konafa Plate,85.78,0,2025-01-27
1730,8,29,Kunafa,86.56,0,2025-02-10
1731,8,29,Sweet Kunafa,87.33,0,2025-03-10
1732,8,29,Kunafa,82.69,1,2025-03-24
1733,8,29,Sweet Kunafa,83.46,0,2025-04-07
1734,8,29,Konafa Plate,84.06,0,2025-04-21
1735,8,29,Kunafa,85.14,0,2025-05-19
1736,8,29,Sweet Kunafa,85.77,0,2025-06-02
1737,8,29,Kunafa,83.67,0,2025-06-16
1738,8,29,Konafa Plate,84.26,0,2025-06-30
1739,8,29,Sweet Kunafa,85.32,0,2025-07-14
1740,8,29,Sweet Kunafa,86.41,0,2025-07-28
1741,8,29,Konafa Plate,87.59,0,2025-08-25
1742,8,29,Kunafa,88.46,0,2025-09-22
1743,8,29,Sweet Kunafa,87.07,0,2025-10-06
1744,8,29,Sweet Kunafa,87.57,0,2025-10-20
1745,8,29,Kunafa,88.18,0,2025-11-03
1746,8,29,Sweet Kunafa,88.8,0,2025-11-17
1747,8,29,Kunafa,89.49,0,2025-12-15
1748,8,29,Sweet Kunafa,90.46,0,2025-12-29
1749,8,28,Om Ali,83.18,0,2024-01-01
1750,8,28,Om Ali Dessert,83.86,0,2024-01-15
1751,8,28,Om Ali,84.89,0,2024-01-29
1752,8,28,Om Ali,79.47,1,2024-02-12
1753,8,28,Om Ali Dessert,80.12,0,2024-02-26
1754,8,28,Om Ali,80.84,0,2024-03-11
1755,8,28,Om Ali,79.22,0,2024-03-25
1756,8,28,Egyptian Bread Pudding,79.84,0,2024-04-08
1757,8,28,Om Ali Dessert,80.41,0,2024-04-22
1758,8,28,Om Ali Dessert,81.06,0,2024-05-06
1759,8,28,Om Ali,82.03,0,2024-05-20
1760,8,28,Om Ali Dessert,82.86,0,2024-06-17
1761,8,28,Om Ali Dessert,84.04,0,2024-07-15
1762,8,28,Om Ali,84.8,0,2024-08-12
1763,8,28,Om Ali,85.49,0,2024-08-26
1764,8,28,Om Ali Dessert,86.02,0,2024-09-09
1765,8,28,Om Ali Dessert,86.91,0,2024-09-23
1766,8,28,Om Ali,88.11,0,2024-11-04
1767,8,28,Om Ali,88.71,0,2024-11-18
1768,8,28,Egyptian Bread Pudding,90.0,0,2024-12-16
1769,8,28,Om Ali,86.85,1,2025-01-13
1770,8,28,Om Ali,87.94,0,2025-02-10
1771,8,28,Om Ali,88.71,0,2025-02-24
1772,8,28,Egyptian Bread Pudding,89.86,0,2025-03-10
1773,8,28,Egyptian Bread Pudding,91.17,0,2025-04-21
1774,8,28,Om Ali Dessert,92.22,0,2025-05-05
1775,8,28,Om Ali,93.44,0,2025-06-16
1776,8,28,Om Ali Dessert,91.92,0,2025-06-30
1777,8,28,Om Ali,93.15,0,2025-07-14
1778,8,28,Om Ali Dessert,94.14,0,2025-08-11
1779,8,28,Om Ali Dessert,95.21,0,2025-09-22
1780,8,28,Om Ali Dessert,95.83,0,2025-11-03
1781,8,28,Egyptian Bread Pudding,96.96,0,2025-12-01
1782,8,28,Om Ali,97.65,0,2025-12-29
1783,8,10,Falafel Plate,46.36,0,2024-01-01
1784,8,10,Falafel,46.69,0,2024-01-15
1785,8,10,Falafel Plate,47.12,0,2024-01-29
1786,8,10,Falafel,47.76,0,2024-02-26
1787,8,10,Falafel,48.45,0,2024-03-25
1788,8,10,Falafel,46.93,1,2024-04-08
1789,8,10,Taameya,47.48,0,2024-04-22
1790,8,10,Falafel Plate,47.9,0,2024-05-06
1791,8,10,Falafel,48.41,0,2024-05-20
1792,8,10,Falafel,48.99,0,2024-07-01
1793,8,10,Falafel,49.56,0,2024-07-15
1794,8,10,Falafel,50.02,0,2024-09-09
1795,8,10,Falafel,50.56,0,2024-09-23
1796,8,10,Taameya,51.17,0,2024-10-07
1797,8,10,Falafel,50.14,0,2024-10-21
1798,8,10,Falafel Plate,50.63,0,2024-11-04
1799,8,10,Falafel,51.25,0,2024-11-18
1800,8,10,Falafel,46.4,1,2024-12-02
1801,8,10,Taameya,46.98,0,2024-12-16
1802,8,10,Taameya,43.65,1,2024-12-30
1803,8,10,Taameya,44.23,0,2025-01-13
1804,8,10,Taameya,44.72,0,2025-01-27
1805,8,10,Falafel,45.16,0,2025-02-24
1806,8,10,Falafel Plate,43.66,1,2025-03-10
1807,8,10,Falafel Plate,42.4,0,2025-03-24
1808,8,10,Taameya,40.3,1,2025-04-21
1809,8,10,Falafel,40.87,0,2025-05-05
1810,8,10,Taameya,38.0,1,2025-06-02
1811,8,10,Falafel Plate,38.5,0,2025-06-16
1812,8,10,Taameya,38.73,0,2025-06-30
1813,8,10,Falafel,37.71,0,2025-07-14
1814,8,10,Taameya,34.22,1,2025-08-11
1815,8,10,Falafel,34.51,0,2025-08-25
1816,8,10,Falafel Plate,31.61,1,2025-09-08
1817,8,10,Taameya,32.04,0,2025-09-22
1818,8,10,Falafel,32.45,0,2025-10-06
1819,8,10,Falafel Plate,32.62,0,2025-10-20
1820,8,10,Falafel,33.08,0,2025-11-03
1821,8,10,Falafel,33.45,0,2025-11-17
1822,8,10,Falafel,33.9,0,2025-12-01
1823,8,10,Taameya,33.06,0,2025-12-15
1824,8,10,Taameya,30.01,1,2025-12-29
1825,8,11,Egyptian Koshari,74.08,0,2024-01-15
1826,8,11,Egyptian Koshari,75.15,0,2024-02-26
1827,8,11,Egyptian Koshari,72.26,1,2024-04-08
1828,8,11,Classic Koshari,73.15,0,2024-04-22
1829,8,11,Egyptian Koshari,73.59,0,2024-05-06
1830,8,11,Koshari,74.21,0,2024-05-20
1831,8,11,Koshari,74.95,0,2024-06-17
1832,8,11,Egyptian Koshari,71.25,1,2024-07-01
1833,8,11,Egyptian Koshari,66.77,1,2024-07-15
1834,8,11,Egyptian Koshari,67.32,0,2024-07-29
1835,8,11,Egyptian Koshari,64.8,1,2024-08-12
1836,8,11,Egyptian Koshari,59.37,1,2024-08-26
1837,8,11,Egyptian Koshari,59.87,0,2024-09-09
1838,8,11,Koshari,57.72,1,2024-09-23
1839,8,11,Classic Koshari,56.43,0,2024-11-18
1840,8,11,Koshari,56.85,0,2024-12-02
1841,8,11,Egyptian Koshari,52.31,1,2024-12-16
1842,8,11,Classic Koshari,52.86,0,2025-01-13
1843,8,11,Egyptian Koshari,53.4,0,2025-01-27
1844,8,11,Koshari,50.16,1,2025-03-10
1845,8,11,Classic Koshari,50.41,0,2025-03-24
1846,8,11,Egyptian Koshari,51.15,0,2025-04-07
1847,8,11,Koshari,51.82,0,2025-04-21
1848,8,11,Koshari,52.21,0,2025-05-05
1849,8,11,Egyptian Koshari,52.8,0,2025-05-19
1850,8,11,Koshari,53.43,0,2025-06-30
1851,8,11,Egyptian Koshari,52.66,0,2025-07-14
1852,8,11,Egyptian Koshari,48.84,1,2025-07-28
1853,8,11,Egyptian Koshari,47.66,0,2025-08-25
1854,8,11,Egyptian Koshari,43.21,1,2025-09-08
1855,8,11,Egyptian Koshari,43.52,0,2025-09-22
1856,8,11,Classic Koshari,42.96,0,2025-10-06
1857,8,11,Koshari,43.37,0,2025-11-03
1858,8,11,Koshari,43.92,0,2025-11-17
1859,8,11,Classic Koshari,44.42,0,2025-12-01
1860,8,11,Koshari,43.45,0,2025-12-15
1861,8,11,Egyptian Koshari,43.83,0,2025-12-29
1862,8,3,Grilled Chicken,157.07,0,2024-01-01
1863,8,3,Roasted Chicken,158.84,0,2024-01-15
1864,8,3,Roasted Chicken,160.78,0,2024-02-12
1865,8,3,Roasted Chicken,162.46,0,2024-02-26
1866,8,3,Roasted Chicken,155.18,1,2024-03-11
1867,8,3,Grilled Chicken,144.9,1,2024-03-25
1868,8,3,Roasted Chicken,145.99,0,2024-04-08
1869,8,3,Half Chicken,134.56,1,2024-04-22
1870,8,3,Grilled Chicken,136.28,0,2024-05-06
1871,8,3,Half Chicken,135.18,0,2024-06-03
1872,8,3,Half Chicken,136.5,0,2024-07-01
1873,8,3,Half Chicken,131.9,1,2024-07-29
1874,8,3,Roasted Chicken,133.81,0,2024-08-26
1875,8,3,Half Chicken,131.44,0,2024-10-07
1876,8,3,Grilled Chicken,119.59,1,2024-10-21
1877,8,3,Grilled Chicken,120.63,0,2024-11-04
1878,8,3,Grilled Chicken,113.61,1,2024-11-18
1879,8,3,Half Chicken,114.49,0,2024-12-16
1880,8,3,Half Chicken,106.07,1,2024-12-30
1881,8,3,Half Chicken,106.67,0,2025-01-27
1882,8,3,Roasted Chicken,107.53,0,2025-02-10
1883,8,3,Roasted Chicken,99.24,1,2025-03-10
1884,8,3,Half Chicken,98.64,0,2025-04-07
1885,8,3,Grilled Chicken,99.5,0,2025-04-21
1886,8,3,Roasted Chicken,100.26,0,2025-05-05
1887,8,3,Grilled Chicken,96.03,1,2025-05-19
1888,8,3,Roasted Chicken,90.48,1,2025-06-02
1889,8,3,Grilled Chicken,88.25,0,2025-06-16
1890,8,3,Half Chicken,85.92,0,2025-07-14
1891,8,3,Grilled Chicken,86.73,0,2025-07-28
1892,8,3,Half Chicken,87.21,0,2025-08-11
1893,8,3,Half Chicken,87.67,0,2025-08-25
1894,8,3,Half Chicken,88.69,0,2025-09-08
1895,8,3,Half Chicken,89.29,0,2025-09-22
1896,8,3,Roasted Chicken,90.26,0,2025-10-06
1897,8,3,Roasted Chicken,91.31,0,2025-10-20
1898,8,3,Half Chicken,92.17,0,2025-12-01
1899,8,3,Half Chicken,85.17,1,2025-12-15
1900,8,3,Roasted Chicken,85.9,0,2025-12-29
1901,9,9,Egyptian Ful,47.5,1,2024-01-01
1902,9,9,Foul Medames,48.15,0,2024-01-29
1903,9,9,Egyptian Ful,48.52,0,2024-02-12
1904,9,9,Ful Plate,48.84,0,2024-02-26
1905,9,9,Egyptian Ful,49.09,0,2024-03-11
1906,9,9,Ful Plate,45.0,1,2024-04-08
1907,9,9,Ful Plate,42.14,1,2024-04-22
1908,9,9,Foul Medames,40.96,0,2024-05-06
1909,9,9,Foul Medames,37.22,1,2024-05-20
1910,9,9,Egyptian Ful,37.54,0,2024-06-17
1911,9,9,Foul Medames,37.12,0,2024-07-01
1912,9,9,Egyptian Ful,36.62,0,2024-07-15
1913,9,9,Egyptian Ful,36.9,0,2024-07-29
1914,9,9,Egyptian Ful,36.65,0,2024-08-26
1915,9,9,Foul Medames,37.17,0,2024-09-09
1916,9,9,Ful Plate,35.59,1,2024-10-07
1917,9,9,Egyptian Ful,35.89,0,2024-10-21
1918,9,9,Foul Medames,36.4,0,2024-11-04
1919,9,9,Ful Plate,36.83,0,2024-11-18
1920,9,9,Egyptian Ful,37.15,0,2024-12-02
1921,9,9,Foul Medames,37.39,0,2024-12-30
1922,9,9,Foul Medames,37.65,0,2025-01-13
1923,9,9,Egyptian Ful,38.18,0,2025-01-27
1924,9,9,Foul Medames,38.69,0,2025-02-10
1925,9,9,Ful Plate,38.41,0,2025-02-24
1926,9,9,Foul Medames,34.23,1,2025-03-10
1927,9,9,Foul Medames,34.43,0,2025-04-07
1928,9,9,Egyptian Ful,34.65,0,2025-04-21
1929,9,9,Foul Medames,34.89,0,2025-06-16
1930,9,9,Egyptian Ful,35.33,0,2025-07-14
1931,9,9,Foul Medames,35.12,0,2025-07-28
1932,9,9,Egyptian Ful,35.44,0,2025-08-11
1933,9,9,Foul Medames,34.99,0,2025-08-25
1934,9,9,Ful Plate,33.92,1,2025-09-08
1935,9,9,Egyptian Ful,31.29,1,2025-09-22
1936,9,9,Egyptian Ful,31.76,0,2025-10-20
1937,9,9,Ful Plate,31.97,0,2025-11-03
1938,9,9,Egyptian Ful,32.31,0,2025-11-17
1939,9,9,Egyptian Ful,30.54,1,2025-12-01
1940,9,9,Ful Plate,30.74,0,2025-12-15
1941,9,9,Egyptian Ful,29.42,1,2025-12-29
1942,9,39,Crunchy Chicken,120.13,0,2024-01-15
1943,9,39,Crunchy Chicken,121.57,0,2024-02-26
1944,9,39,Crispy Chicken,122.75,0,2024-03-11
1945,9,39,Crunchy Chicken,111.4,1,2024-03-25
1946,9,39,Crunchy Chicken,112.12,0,2024-04-08
1947,9,39,Crispy Chicken,113.7,0,2024-04-22
1948,9,39,Fried Chicken,114.78,0,2024-05-06
1949,9,39,Fried Chicken,115.6,0,2024-05-20
1950,9,39,Crunchy Chicken,117.29,0,2024-06-03
1951,9,39,Crunchy Chicken,118.08,0,2024-06-17
1952,9,39,Fried Chicken,119.07,0,2024-07-01
1953,9,39,Crunchy Chicken,111.12,1,2024-07-15
1954,9,39,Crispy Chicken,112.15,0,2024-08-12
1955,9,39,Crunchy Chicken,113.61,0,2024-08-26
1956,9,39,Fried Chicken,115.04,0,2024-09-09
1957,9,39,Crispy Chicken,115.69,0,2024-09-23
1958,9,39,Crunchy Chicken,116.54,0,2024-10-07
1959,9,39,Crunchy Chicken,117.57,0,2024-10-21
1960,9,39,Fried Chicken,118.41,0,2024-11-04
1961,9,39,Crispy Chicken,119.3,0,2024-11-18
1962,9,39,Crispy Chicken,107.45,1,2024-12-30
1963,9,39,Crunchy Chicken,108.82,0,2025-01-27
1964,9,39,Crispy Chicken,109.64,0,2025-03-10
1965,9,39,Crispy Chicken,97.46,1,2025-03-24
1966,9,39,Crispy Chicken,98.87,0,2025-04-21
1967,9,39,Fried Chicken,92.72,1,2025-06-02
1968,9,39,Crunchy Chicken,93.2,0,2025-06-30
1969,9,39,Fried Chicken,93.83,0,2025-07-28
1970,9,39,Crunchy Chicken,94.35,0,2025-08-25
1971,9,39,Fried Chicken,95.6,0,2025-09-08
1972,9,39,Fried Chicken,96.97,0,2025-09-22
1973,9,39,Crispy Chicken,97.96,0,2025-10-06
1974,9,39,Fried Chicken,98.9,0,2025-10-20
1975,9,39,Crunchy Chicken,96.08,0,2025-11-03
1976,9,39,Crispy Chicken,96.95,0,2025-11-17
1977,9,39,Crunchy Chicken,97.92,0,2025-12-01
1978,9,39,Crispy Chicken,98.57,0,2025-12-15
1979,9,49,Chicken Shawarma Wrap,65.27,0,2024-01-01
1980,9,49,Chicken Shawarma Wrap,60.36,1,2024-01-15
1981,9,49,Shawarma Sandwich,59.35,0,2024-01-29
1982,9,49,Chicken Roll,56.94,1,2024-02-12
1983,9,49,Shawarma Sandwich,57.34,0,2024-03-11
1984,9,49,Chicken Roll,54.08,1,2024-03-25
1985,9,49,Chicken Roll,51.71,1,2024-04-08
1986,9,49,Chicken Shawarma Wrap,52.3,0,2024-04-22
1987,9,49,Chicken Shawarma Wrap,53.08,0,2024-05-06
1988,9,49,Shawarma Sandwich,53.67,0,2024-06-17
1989,9,49,Chicken Shawarma Wrap,54.14,0,2024-07-01
1990,9,49,Shawarma Sandwich,54.74,0,2024-07-29
1991,9,49,Chicken Roll,55.03,0,2024-08-26
1992,9,49,Chicken Shawarma Wrap,55.43,0,2024-09-23
1993,9,49,Shawarma Sandwich,55.8,0,2024-11-04
1994,9,49,Chicken Roll,56.47,0,2024-11-18
1995,9,49,Chicken Shawarma Wrap,55.63,0,2024-12-30
1996,9,49,Chicken Roll,56.21,0,2025-01-13
1997,9,49,Chicken Roll,56.69,0,2025-02-10
1998,9,49,Shawarma Sandwich,52.64,1,2025-03-10
1999,9,49,Chicken Shawarma Wrap,48.96,1,2025-03-24
2000,9,49,Shawarma Sandwich,49.59,0,2025-04-21
2001,9,49,Shawarma Sandwich,50.18,0,2025-05-19
2002,9,49,Shawarma Sandwich,50.64,0,2025-06-30
